0.312,-0.395,-0.2
0.316,-0.44,-0.22
0.32,-0.455,-0.25
0.324,-0.475,-0.27
0.328,-0.475,-0.295
0.332,-0.49,-0.305
0.336,-0.5,-0.305
0.34,-0.505,-0.305
0.344,-0.485,-0.295
0.348,-0.5,-0.305
0.352,-0.51,-0.315
0.356,-0.535,-0.28
0.36,-0.525,-0.325
0.364,-0.52,-0.33
0.368,-0.525,-0.32
0.372,-0.52,-0.32
0.376,-0.515,-0.315
0.38,-0.525,-0.3
0.384,-0.545,-0.315
0.388,-0.525,-0.3
0.392,-0.515,-0.31
0.396,-0.535,-0.335
0.4,-0.54,-0.335
0.404,-0.545,-0.335
0.408,-0.535,-0.3
0.412,-0.54,-0.315
0.416,-0.545,-0.32
0.42,-0.54,-0.3
0.424,-0.555,-0.325
0.428,-0.55,-0.32
0.432,-0.56,-0.305
0.436,-0.53,-0.32
0.44,-0.55,-0.33
0.444,-0.54,-0.32
0.448,-0.54,-0.33
0.452,-0.545,-0.32
0.456,-0.555,-0.31
0.46,-0.57,-0.32
0.464,-0.575,-0.32
0.468,-0.56,-0.32
0.472,-0.555,-0.32
0.476,-0.555,-0.31
0.48,-0.535,-0.31
0.484,-0.515,-0.32
0.488,-0.51,-0.325
0.492,-0.52,-0.33
0.496,-0.5,-0.31
0.5,-0.5,-0.32
0.504,-0.45,-0.3
0.508,-0.405,-0.335
0.512,-0.375,-0.31
0.516,-0.34,-0.3
0.52,-0.365,-0.3
0.524,-0.36,-0.285
0.528,-0.375,-0.32
0.532,-0.415,-0.31
0.536,-0.45,-0.31
0.54,-0.46,-0.335
0.544,-0.475,-0.32
0.548,-0.515,-0.355
0.552,-0.55,-0.355
0.556,-0.55,-0.355
0.56,-0.585,-0.36
0.564,-0.61,-0.36
0.568,-0.63,-0.35
0.572,-0.66,-0.335
0.576,-0.64,-0.36
0.58,-0.65,-0.35
0.584,-0.66,-0.35
0.588,-0.65,-0.36
0.592,-0.64,-0.365
0.596,-0.645,-0.37
0.6,-0.66,-0.355
0.604,-0.64,-0.36
0.608,-0.65,-0.365
0.612,-0.665,-0.36
0.616,-0.675,-0.36
0.62,-0.68,-0.375
0.624,-0.69,-0.385
0.628,-0.685,-0.39
0.632,-0.665,-0.39
0.636,-0.67,-0.38
0.64,-0.64,-0.38
0.644,-0.605,-0.37
0.648,-0.545,-0.385
0.652,-0.485,-0.38
0.656,-0.43,-0.39
0.66,-0.38,-0.375
0.664,-0.365,-0.4
0.668,-0.37,-0.4
0.672,-0.36,-0.455
0.676,-0.365,-0.515
0.68,-0.385,-0.575
0.684,-0.585,-0.7
0.688,-0.85,-0.79
0.692,-1.095,-0.87
0.696,-1.24,-0.9
0.7,-1.37,-0.905
0.704,-1.435,-0.895
0.708,-1.415,-0.92
0.712,-1.395,-0.875
0.716,-1.285,-0.845
0.72,-1.12,-0.815
0.724,-0.935,-0.82
0.728,-0.785,-0.77
0.732,-0.71,-0.695
0.736,-0.675,-0.59
0.74,-0.685,-0.465
0.744,-0.69,-0.35
0.748,-0.7,-0.32
0.752,-0.685,-0.29
0.756,-0.69,-0.29
0.76,-0.695,-0.29
0.764,-0.69,-0.315
0.768,-0.675,-0.315
0.772,-0.675,-0.32
0.776,-0.665,-0.315
0.78,-0.655,-0.33
0.784,-0.66,-0.32
0.788,-0.645,-0.32
0.792,-0.64,-0.295
0.796,-0.64,-0.31
0.8,-0.67,-0.29
0.804,-0.67,-0.305
0.808,-0.66,-0.3
0.812,-0.66,-0.32
0.816,-0.64,-0.315
0.82,-0.615,-0.31
0.824,-0.615,-0.295
0.828,-0.61,-0.31
0.832,-0.625,-0.285
0.836,-0.63,-0.295
0.84,-0.625,-0.29
0.844,-0.615,-0.295
0.848,-0.61,-0.3
0.852,-0.615,-0.29
0.856,-0.595,-0.3
0.86,-0.585,-0.305
0.864,-0.585,-0.285
0.868,-0.58,-0.285
0.872,-0.59,-0.275
0.876,-0.59,-0.26
0.88,-0.59,-0.25
0.884,-0.59,-0.235
0.888,-0.56,-0.255
0.892,-0.56,-0.26
0.896,-0.535,-0.24
0.9,-0.535,-0.22
0.904,-0.515,-0.235
0.908,-0.52,-0.205
0.912,-0.53,-0.24
0.916,-0.54,-0.24
0.92,-0.54,-0.25
0.924,-0.54,-0.26
0.928,-0.56,-0.305
0.932,-0.555,-0.275
0.936,-0.585,-0.275
0.94,-0.59,-0.335
0.944,-0.615,-0.34
0.948,-0.625,-0.35
0.952,-0.665,-0.35
0.956,-0.685,-0.395
0.96,-0.69,-0.395
0.964,-0.685,-0.415
0.968,-
